rank	id	score	severity_hint	confidence_hint	category	rule	path	line	column	function	async	hot	loop	test	excerpt	message
24443	C-04e0375045b8219cf55f	57	medium	low	performance	rust-format-hot	src/proxy/netns_capture.rs	977	21	first_pid_in_cgroup	0	0	1	0	"format!(""pod cgroup walk exceeded 1024 directories under {cgroup_path}""),"	format! allocates; verify it is not in a per-request/per-message hot loop.
24444	C-33ecadfe34161594efc6	57	medium	low	performance	rust-format-hot	src/proxy/netns_capture.rs	1005	25	first_pid_in_cgroup	0	0	1	0	"format!(""failed to read cgroup directory {}: {error}"", dir.display())"	format! allocates; verify it is not in a per-request/per-message hot loop.
24445	C-69e5285f677d415c8a73	57	medium	low	performance	rust-format-hot	src/proxy/netns_capture.rs	1011	26	first_pid_in_cgroup	0	0	1	0	".map(|error| format!(""; first read error: {error}""))"	format! allocates; verify it is not in a per-request/per-message hot loop.
24446	C-357250b2b5ff31f0d39c	57	medium	low	performance	rust-format-hot	src/proxy/netns_capture.rs	1015	13	first_pid_in_cgroup	0	0	1	0	"format!(""no live PID found in pod cgroup subtree {cgroup_path}{detail}""),"	format! allocates; verify it is not in a per-request/per-message hot loop.
24447	C-58af7f758f5654fffda9	57	medium	low	performance	rust-format-hot	src/proxy/netns_capture.rs	1028	37	enter	0	0	1	0	"let target = File::open(format!(""/proc/{pid}/ns/net""))?;"	format! allocates; verify it is not in a per-request/per-message hot loop.
24448	C-45bb2197f702415ac313	57	medium	low	performance	rust-format-hot	src/proxy/netns_capture.rs	1761	59	in_netns_dual_family_listeners_reachable_inside_pod_and_isolated_from_host	0	0	1	0	"std::fs::write(cgdir.path().join(""cgroup.procs""), format!(""{pid}\n"")).unwrap();"	format! allocates; verify it is not in a per-request/per-message hot loop.
24449	C-4538d284eefb6439726d	57	medium	low	performance	rust-to-vec	src/proxy/netns_capture.rs	1762	57	in_netns_dual_family_listeners_reachable_inside_pod_and_isolated_from_host	0	0	1	0	let cgroup_path = cgdir.path().to_string_lossy().to_string();	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24450	C-e900a8f5fe9be9c87e72	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	630	13	disarm_pending_ack_guards_after_reopen	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24451	C-534f0967adcac18a741d	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	633	40	disarm_pending_ack_guards_after_reopen	0	0	1	0	|| pending.pod_uids.iter().any(|uid| pod_uids.contains(uid))	Full collection scan may be on a request, metric-render, reload, or eviction path.
24452	C-570673cddfaca2327204	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	687	53	reconcile_once	1	0	1	0	let registry_uids: HashSet<String> = targets.iter().map(|t| t.pod_uid.clone()).collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24453	C-20a4b76a20268e1b5b49	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	739	50	reconcile_once	1	0	1	0	let desired_netns: HashSet<u64> = desired.keys().copied().collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24454	C-a0e2c1028881eb57bf71	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	754	13	reconcile_once	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24455	C-3c03a13fa915783fbe8f	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	794	26	reconcile_once	1	0	1	0	while closing.iter().any(|(_, active, requested)| {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24456	C-5f6704a93ccb14a46ae0	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	897	17	reconcile_once	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24457	C-2e3b0b210890699f935a	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/netns_udp_capture.rs	1067	32	<module>	0	0	1	0	self.active.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24458	C-990f98a42a4496a3959d	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/netns_udp_capture.rs	1084	39	<module>	0	0	1	0	match self.guarded.entry(netns) {	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24459	C-a62c27c182a4498563e4	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	1165	30	shutdown_all	1	0	1	0	while active_captures.iter().any(|(_, active, requested)| {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24460	C-9ffc76336fc763b32975	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	1260	13	udp_not_ready_acknowledged	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24461	C-ee366dbc6b73d464bad3	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	1284	53	cleanup_once	1	0	1	0	let registry_uids: HashSet<String> = targets.iter().map(|t| t.pod_uid.clone()).collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24462	C-4ac95ba3fa8cbdff0d38	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	1338	50	cleanup_once	1	0	1	0	let desired_netns: HashSet<u64> = desired.keys().copied().collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24463	C-a9751568b951d4427835	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	1346	43	cleanup_once	1	0	1	0	.retain(|_, pod_uids| pod_uids.iter().any(|uid| registry_uids.contains(uid)));	Full collection scan may be on a request, metric-render, reload, or eviction path.
24464	C-3a756b92cc28cc94846f	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	1383	13	cleanup_once	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24465	C-3efa3ba97ff57b8b530b	57	medium	low	performance	rust-map-full-scan	src/proxy/netns_udp_capture.rs	1388	17	cleanup_once	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24466	C-d5951809d57c0ea5d5d7	57	medium	low	performance	rust-format-hot	src/proxy/netns_udp_capture.rs	1453	13	preflight_capture_tools	0	0	1	0	format!(	format! allocates; verify it is not in a per-request/per-message hot loop.
24467	C-0113914f7da7cc6d5e75	57	medium	low	performance	rust-format-hot	src/proxy/netns_udp_capture.rs	1467	20	preflight_capture_tools	0	0	1	0	return Err(format!(	format! allocates; verify it is not in a per-request/per-message hot loop.
24468	C-2d19947b4c3fcef97656	57	medium	low	performance	rust-format-hot	src/proxy/proxy_protocol.rs	164	50	parse_v1_line	0	0	1	0	return Err(ProxyProtocolError::Malformed(format!(	format! allocates; verify it is not in a per-request/per-message hot loop.
24469	C-4d2d3f0c9891ed06e437	57	medium	low	performance	rust-format-hot	src/proxy/proxy_protocol.rs	204	52	parse_v1_line	0	0	1	0	".map_err(|_| ProxyProtocolError::Malformed(format!(""invalid src IP {:?}"", src_addr)))?;"	format! allocates; verify it is not in a per-request/per-message hot loop.
24470	C-73b55f653355cd892149	57	medium	low	performance	rust-format-hot	src/proxy/proxy_protocol.rs	207	52	parse_v1_line	0	0	1	0	".map_err(|_| ProxyProtocolError::Malformed(format!(""invalid dst IP {:?}"", dst_addr)))?;"	format! allocates; verify it is not in a per-request/per-message hot loop.
24471	C-6d445777e95b5b8ca640	57	medium	low	correctness	rust-narrowing-cast	src/proxy/sni.rs	319	77	reassemble_tls_handshake_records	0	1	1	0	let record_len = u16::from_be_bytes([data[pos + 3], data[pos + 4]]) as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24472	C-0d7ebadd20964cea59d8	57	medium	low	correctness	rust-narrowing-cast	src/proxy/sni.rs	404	75	tls_clienthello_wire_span	0	0	1	0	let record_len = u16::from_be_bytes([buf[pos + 3], buf[pos + 4]]) as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24473	C-e8844f121eb7003062ad	57	medium	low	correctness	rust-narrowing-cast	src/proxy/sni.rs	684	60	parse_sni_from_extensions	0	0	1	0	let ext_len = u16::from_be_bytes([ext[2], ext[3]]) as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24474	C-ae2af010065e08dfdacb	57	medium	low	correctness	rust-narrowing-cast	src/proxy/sni.rs	711	59	parse_sni_hostname	0	0	1	0	let list_len = u16::from_be_bytes([data[0], data[1]]) as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24475	C-71b563733d0be9392587	57	medium	low	correctness	rust-narrowing-cast	src/proxy/sni.rs	721	77	parse_sni_hostname	0	0	1	0	let name_len = u16::from_be_bytes([names[pos + 1], names[pos + 2]]) as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24476	C-eb3826161d6a393609b5	57	medium	low	performance	rust-map-full-scan	src/proxy/sni.rs	735	21	parse_sni_hostname	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24477	C-387979d362ca1349fe1c	57	medium	low	correctness	rust-narrowing-cast	src/proxy/sni.rs	789	15	u24_to_usize	0	0	1	0	((data[0] as usize) << 16) | ((data[1] as usize) << 8) | (data[2] as usize)	Narrowing/platform-dependent cast needs overflow/truncation validation.
24478	C-fc9f15dd76790d7ba6e7	57	medium	low	performance	rust-format-hot	src/proxy/stream_error.rs	406	25	display_preserves_legacy_prefix	0	0	1	0	"let displayed = format!(""{}"", err);"	format! allocates; verify it is not in a per-request/per-message hot loop.
24479	C-be10f1c96449c5a316bb	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	259	20	crl_list_fingerprint	0	0	1	0	for crl in crls.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24480	C-12c17d62b075d473a11d	57	medium	low	performance	rust-format-hot	src/proxy/stream_listener.rs	264	10	crl_list_fingerprint	0	0	1	0	"Some(format!(""sha256:{}"", hex::encode(hasher.finalize())))"	format! allocates; verify it is not in a per-request/per-message hot loop.
24481	C-037178c68ef20756cd5e	57	medium	low	performance	rust-to-vec	src/proxy/stream_listener.rs	481	35	async_listener_failure_survives_later_reconcile_snapshot	0	0	1	0	"proxy_id: ""async-bind"".to_string(),"	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24482	C-f3f9804568dfee68b1c0	57	medium	low	performance	rust-to-vec	src/proxy/stream_listener.rs	483	73	async_listener_failure_survives_later_reconcile_snapshot	0	0	1	0	"error: ""TCP stream listener task failed: accept loop exited"".to_string(),"	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24483	C-7627b4afabe68f03b66f	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1039	32	swap_active_dtls_frontend_configs	1	0	1	0	for handle in listeners.values() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24484	C-0e485bf6689e34fe527e	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1116	13	reconcile	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24485	C-a7ddc87748c561cca5f3	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1167	23	reconcile	1	0	1	0	|| ids.iter().any(|id| {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24486	C-d3f640421309a4033fe8	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1170	25	reconcile	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24487	C-44a745822badc5832806	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1182	13	reconcile	1	0	1	0	.values()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24488	C-c2b712ca6adf80918a5d	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1183	32	reconcile	1	0	1	0	.flat_map(|ids| ids.iter().map(|s| s.as_str()))	Full collection scan may be on a request, metric-render, reload, or eviction path.
24489	C-1e60e43efd403fc7bed8	57	medium	low	performance	rust-format-hot	src/proxy/stream_listener.rs	1218	23	reconcile	1	0	1	0	"let key = format!(""__sni_{}"", port);"	format! allocates; verify it is not in a per-request/per-message hot loop.
24490	C-1bf5726704ca190b1fc1	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1241	20	reconcile	1	0	1	0	desired.keys().map(String::as_str).collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24491	C-7193748ddc2200aad4d3	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1245	21	reconcile	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24492	C-bb592e614a5a1ef6c103	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1254	39	reconcile	1	0	1	0	for (key, handle) in listeners.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24493	C-f3e661c757621456fec7	57	medium	low	error-handling	rust-if-let-ok	src/proxy/stream_listener.rs	1667	21	<module>	0	0	1	0	if let Ok(server) = dtls_server_rx.await {	if-let-Ok without an else can silently ignore an operational or validation failure.
24494	C-5b24ff36332b5ecfaf3c	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1907	13	validate_backend_tls_config	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24495	C-e0f6e7c8dc5e6679ad25	57	medium	low	performance	rust-format-hot	src/proxy/stream_listener.rs	1910	24	validate_backend_tls_config	0	0	1	0	return Err(format!(	format! allocates; verify it is not in a per-request/per-message hot loop.
24496	C-a0f7a6ef47bb3e333150	57	medium	low	performance	rust-format-hot	src/proxy/stream_listener.rs	1924	13	validate_backend_tls_config	0	0	1	0	format!(	format! allocates; verify it is not in a per-request/per-message hot loop.
24497	C-da1fd46c8724d79a803e	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1939	29	overload_snapshot	0	0	1	0	for entry in entries.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24498	C-117981d6c2d7e01ff69c	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	1985	17	wait_until_started	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24499	C-188dbd8518a870e6ba59	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	2019	21	wait_until_started	1	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24500	C-4a8b8e10fe9522478e98	57	medium	low	performance	rust-map-full-scan	src/proxy/stream_listener.rs	2132	12	active_backend_session_estimate_from_entries	0	0	1	0	entries.iter().fold(0u64, |total, entry| {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24501	C-28578600680ffbaf38d8	57	medium	low	performance	rust-map-full-scan	src/proxy/tcp_proxy.rs	1614	50	<module>	0	0	1	0	for plugin in plugins.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24502	C-b19caab98c65cbc84dfc	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/tcp_proxy.rs	3967	43	tcp_retry_rotation_stays_in_port_lane	0	0	1	0	config.upstreams[0].port_overrides.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24503	C-cb0cb5b51832ec33d093	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/tcp_proxy.rs	4009	43	tcp_port_lane_retry_reuses_original_hash_key	0	0	1	0	config.upstreams[0].port_overrides.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24504	C-686c615a3936627f1a5f	57	medium	low	performance	rust-format-hot	src/proxy/tcp_proxy.rs	4021	27	tcp_port_lane_retry_reuses_original_hash_key	0	0	1	0	"let key = format!(""198.51.100.{i}"");"	format! allocates; verify it is not in a per-request/per-message hot loop.
24505	C-1a0e1fc26bec65da6ab1	57	medium	low	performance	rust-format-hot	src/proxy/tcp_proxy.rs	4106	23	resolve_backend_target_hashes_port_lane_by_client_key	0	0	1	0	"let key = format!(""192.0.2.{i}"");"	format! allocates; verify it is not in a per-request/per-message hot loop.
24506	C-ebe19e4475915d46b3a2	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/tcp_proxy.rs	4111	18	resolve_backend_target_hashes_port_lane_by_client_key	0	0	1	0	hosts.insert(host);	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24507	C-f150b8c89f8eb5812b44	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/tcp_proxy.rs	4155	43	resolve_backend_target_rejects_tcp_port_lane_for_least_latency	0	0	1	0	config.upstreams[0].port_overrides.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24508	C-30defb22b0a48f5ada64	57	medium	low	performance	rust-to-vec	src/proxy/tcp_proxy.rs	4163	42	resolve_backend_target_rejects_tcp_port_lane_for_least_latency	0	0	1	0	"proxy.upstream_id = Some(""orders"".to_string());"	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24509	C-5689e41ed9b7d5959fa0	57	medium	low	performance	rust-to-vec	src/proxy/tcp_proxy.rs	6344	55	drain_half_close_splice	1	0	1	0	"""tcp half-close max wait exceeded"".to_string(),"	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24510	C-13947d505425a6f74ca4	57	medium	low	performance	rust-to-vec	src/proxy/tcp_proxy.rs	6372	16	classify_splice_worker_failure	0	0	1	0	msg.to_string(),	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24511	C-68f7abfe878bca94dd9f	57	medium	low	correctness	rust-narrowing-cast	src/proxy/tcp_proxy.rs	6954	55	splice_poll_timeout_ms_at	0	0	1	0	remaining.map_or(-1, |ms| ms.min(i32::MAX as u64) as i32)	Narrowing/platform-dependent cast needs overflow/truncation validation.
24512	C-e6c47d5e7529e445d95e	57	medium	low	correctness	rust-narrowing-cast	src/proxy/tcp_proxy.rs	7078	35	libc_splice_loop	0	0	1	0	let mut remaining = n as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24513	C-8496e6358883fd21d5d9	57	medium	low	correctness	rust-narrowing-cast	src/proxy/tcp_proxy.rs	7091	42	libc_splice_loop	0	0	1	0	remaining -= written as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24514	C-0803de9787012be6fb07	57	medium	low	correctness	rust-narrowing-cast	src/proxy/tcp_proxy.rs	7354	35	splice_one_direction_no_guard	1	0	1	0	let mut remaining = n as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24515	C-909d4b196f0ec51813ec	57	medium	low	correctness	rust-narrowing-cast	src/proxy/tcp_proxy.rs	7370	42	splice_one_direction_no_guard	1	0	1	0	remaining -= written as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24516	C-0a876db0559d97b66166	57	medium	low	correctness	rust-narrowing-cast	src/proxy/udp_batch.rs	257	28	recv	0	1	1	0	let received = ret as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24517	C-0d0b39ee16e761590172	57	medium	low	performance	rust-format-hot	src/proxy/udp_batch.rs	310	13	sockaddr_storage_to_std	0	0	1	0	"format!(""unsupported address family: {}"", family),"	format! allocates; verify it is not in a per-request/per-message hot loop.
24518	C-c9eca3aa2a8a00acc683	57	medium	low	performance	rust-to-vec	src/proxy/udp_batch.rs	954	36	take_front_datagram	0	0	1	0	let dgram = self.buf[..end].to_vec();	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24519	C-68a0c3c253b122f0dfda	57	medium	low	correctness	rust-narrowing-cast	src/proxy/udp_proxy.rs	1536	60	<module>	0	0	1	0	let seg = seg_size as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24520	C-40a5c3349ac1ccf80aaf	57	medium	low	correctness	rust-narrowing-cast	src/proxy/udp_proxy.rs	1741	60	<module>	0	0	1	0	let seg = seg_size as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24521	C-8fe5e75cf93cc79ced01	57	medium	low	performance	rust-map-full-scan	src/proxy/udp_proxy.rs	2418	42	spawn_session_cleanup	0	0	1	0	for entry in sessions.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24522	C-ffadeaef6dd93633302f	57	medium	low	performance	rust-map-full-scan	src/proxy/udp_proxy.rs	2684	42	start_dtls_frontend_listener	1	0	1	0	for plugin in plugins.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24523	C-0880db3a77929c4d1895	57	medium	low	performance	rust-map-full-scan	src/proxy/udp_proxy.rs	2832	50	<module>	0	0	1	0	for plugin in plugins.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24524	C-3aaebc8f081aa46299d8	57	medium	low	performance	rust-map-full-scan	src/proxy/udp_proxy.rs	3357	44	<module>	0	0	1	0	for plugin in dgram_plugins.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24525	C-d6907b04c9f3c6677d78	57	medium	low	performance	rust-to-vec	src/proxy/udp_proxy.rs	3372	53	<module>	0	0	1	0	dtls.send(&data).await.map_err(|e| e.to_string())	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24526	C-193a2fc335db252145c3	57	medium	low	performance	rust-to-vec	src/proxy/udp_proxy.rs	3377	35	<module>	0	0	1	0	.map_err(|e| e.to_string())	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24527	C-cf926cf6ff85125fc3a3	57	medium	low	performance	rust-to-vec	src/proxy/udp_proxy.rs	3418	38	<module>	0	0	1	0	Ok(n) => buf[..n].to_vec(),	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24528	C-13007367d4ec9ad14326	57	medium	low	performance	rust-map-full-scan	src/proxy/udp_proxy.rs	3456	48	<module>	0	0	1	0	for plugin in dgram_plugins_rev.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24529	C-858a8ecb78c976403374	57	medium	low	performance	rust-map-full-scan	src/proxy/udp_proxy.rs	3570	26	create_session	1	0	1	0	for plugin in plugins.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24530	C-6fc5cd4a20877e3f0b7a	57	medium	low	performance	rust-map-full-scan	src/proxy/udp_proxy.rs	4028	53	<module>	0	0	1	0	for plugin in reply_datagram_plugins.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24531	C-ac50306e832ad775b838	57	medium	low	performance	rust-to-vec	src/proxy/udp_proxy.rs	4100	38	<module>	0	0	1	0	let error_message = e.to_string();	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24532	C-6bdd05d3016fa3df80f0	57	medium	low	performance	rust-map-full-scan	src/proxy/udp_proxy.rs	4148	69	<module>	0	0	1	0	for plugin in reply_datagram_plugins.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24533	C-b1b41223dc7b37779a92	57	medium	low	performance	rust-to-vec	src/proxy/udp_proxy.rs	4320	54	<module>	0	0	1	0	let error_message = e.to_string();	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24534	C-45f1520ee719e6077235	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/udp_proxy.rs	5445	16	take_pending_datagrams_drains_in_order_then_removes_gate	0	0	1	0	pending.insert(addr, super::PendingDatagramQueue::default());	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24535	C-cb4ddaff2e0b82c816e5	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/udp_proxy.rs	5485	16	pending_session_gate_drops_queue_unless_disarmed	0	0	1	0	pending.insert(addr, super::PendingDatagramQueue::default());	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24536	C-ac37c275ef8629438b3c	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/udp_proxy.rs	5499	16	pending_session_gate_drops_queue_unless_disarmed	0	0	1	0	pending.insert(addr, super::PendingDatagramQueue::default());	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24537	C-f3ba5587404da82da864	57	medium	low	performance	rust-format-hot	src/proxy/udp_proxy.rs	5776	23	resolve_udp_backend_target_hashes_port_lane_by_client_key	0	0	1	0	"let key = format!(""192.0.2.{i}"");"	format! allocates; verify it is not in a per-request/per-message hot loop.
24538	C-1b50f6ae2295fc2a7e47	57	medium	low	resource-exhaustion	rust-map-insert	src/proxy/udp_proxy.rs	5781	18	resolve_udp_backend_target_hashes_port_lane_by_client_key	0	0	1	0	hosts.insert(host);	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24539	C-1f95b3eebff151d3bd2f	57	medium	low	performance	rust-format-hot	src/retry.rs	907	21	classify_body_error	0	0	1	0	"let error_str = format!(""{}"", e);"	format! allocates; verify it is not in a per-request/per-message hot loop.
24540	C-7f09e048ae4c0b90d02a	57	medium	low	performance	rust-format-hot	src/retry.rs	908	21	classify_body_error	0	0	1	0	"let debug_str = format!(""{:?}"", e);"	format! allocates; verify it is not in a per-request/per-message hot loop.
24541	C-79d3abcfcd51d9ccde5f	57	medium	low	performance	rust-map-full-scan	src/retry.rs	1250	58	error_class_log_kind_is_stable_for_every_variant	0	0	1	0	let unique: std::collections::HashSet<_> = labels.iter().copied().collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24542	C-b9942017b946a6ff6e89	57	medium	low	performance	rust-to-vec	src/retry.rs	1287	44	http_status_retries_require_method_and_status_codes	0	0	1	0	"retry.retryable_methods.push(""POST"".to_string());"	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24543	C-ca5364b7238e9fb0bf65	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	960	38	increment	0	0	1	0	let h0 = Self::fnv1a(key, 0) as usize & self.width_mask;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24544	C-ff1e22193b260e7196a5	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	961	55	increment	0	0	1	0	let h1 = Self::fnv1a(key, 0x9e3779b97f4a7c15) as usize & self.width_mask;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24545	C-90dbe74a86673d40bbfd	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	998	38	estimate	0	0	1	0	let h0 = Self::fnv1a(key, 0) as usize & self.width_mask;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24546	C-f5674a0c8865d3570a4d	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	999	55	estimate	0	0	1	0	let h1 = Self::fnv1a(key, 0x9e3779b97f4a7c15) as usize & self.width_mask;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24547	C-adbb11f36b736ad053aa	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2071	33	<module>	0	0	1	0	config.upstreams.iter().map(|u| u.id.as_str()).collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24548	C-6318c615b94ade185c6b	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2091	25	<module>	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24549	C-6e18149839f6b63da397	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2108	21	<module>	0	0	1	0	.entry((spec.canonical_ip, spec.target_port))	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24550	C-cc427a1b6b067f5f1ad4	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2125	33	<module>	0	0	1	0	config.upstreams.iter().map(|u| u.id.as_str()).collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24551	C-a84c7addfd333f9d43a8	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2128	17	<module>	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
